baseline_run_id,agent_run_id,timestamp,electricity_saving_percent,peak_reduction_percent,cost_saving,cost_saving_percent,carbon_saving_kg,carbon_saving_percent,baseline_facility_electricity_kwh,agent_facility_electricity_kwh,baseline_peak_demand_kw,agent_peak_demand_kw,baseline_hvac_electricity_kwh,agent_hvac_electricity_kwh,baseline_comfort_compliance_percent,agent_comfort_compliance_percent,other_fuels
baseline-20260726T105124Z-4adce000,agent-20260726T130255Z-65de6a32,2026-07-26T13:41:00.216829Z,-10.524230747996786,-5.315438228561509,-14.232470739457227,-10.524230747996782,-83.0227459801672,-10.52423074799679,1126.9604940141178,1245.564416842928,23.006487867801226,24.2293835189757,461.7854940141178,580.389416842928,67.76923076923077,90.3076923076923,{}
